map,day,month,year,date,wait_time_s,match_time_s,team_a_rounds,team_b_rounds,ping,kills,assists,deaths,mvps,hs_percent,points,result
Cache,22.0,9.0,2015.0,22/9/2015,4.0,2637.0,13.0,16.0,40.0,13.0,4.0,21.0,2.0,0.0,39.0,Lost
Dust II,21.0,9.0,2015.0,21/9/2015,1.0,1950.0,7.0,16.0,38.0,7.0,0.0,14.0,2.0,0.0,24.0,Win
Mirage,21.0,9.0,2015.0,21/9/2015,4.0,2719.0,16.0,14.0,38.0,9.0,6.0,22.0,1.0,11.0,33.0,Win
Dust II,21.0,9.0,2015.0,21/9/2015,62.0,2185.0,10.0,16.0,45.0,19.0,2.0,11.0,2.0,15.0,56.0,Win
Dust II,20.0,9.0,2015.0,20/9/2015,27.0,2666.0,16.0,10.0,34.0,13.0,8.0,19.0,4.0,46.0,46.0,Lost
Inferno,19.0,9.0,2015.0,19/9/2015,30.0,1536.0,4.0,16.0,41.0,14.0,5.0,18.0,1.0,57.0,38.0,Lost
Inferno,19.0,9.0,2015.0,19/9/2015,32.0,2056.0,9.0,16.0,49.0,11.0,2.0,21.0,1.0,18.0,24.0,Lost
Dust II,19.0,9.0,2015.0,19/9/2015,1.0,1987.0,16.0,5.0,73.0,6.0,3.0,16.0,0.0,33.0,19.0,Lost
Dust II,19.0,9.0,2015.0,19/9/2015,3.0,1335.0,1.0,16.0,40.0,7.0,2.0,17.0,1.0,0.0,16.0,Lost
Mirage,18.0,9.0,2015.0,18/9/2015,8.0,2621.0,16.0,13.0,137.0,15.0,6.0,26.0,0.0,20.0,40.0,Lost
Mirage,18.0,9.0,2015.0,18/9/2015,0.0,2011.0,16.0,3.0,58.0,13.0,1.0,17.0,1.0,53.0,36.0,Lost
Inferno,18.0,9.0,2015.0,18/9/2015,1.0,2884.0,13.0,16.0,38.0,13.0,10.0,21.0,3.0,46.0,42.0,Win
Dust II,18.0,9.0,2015.0,18/9/2015,13.0,1816.0,7.0,16.0,44.0,13.0,3.0,17.0,1.0,15.0,31.0,Lost
Dust II,17.0,9.0,2015.0,17/9/2015,1.0,2063.0,6.0,16.0,24.0,9.0,4.0,18.0,1.0,44.0,22.0,Lost
Mirage,17.0,9.0,2015.0,17/9/2015,7.0,2168.0,16.0,7.0,24.0,12.0,4.0,18.0,0.0,25.0,33.0,Lost
Dust II,17.0,9.0,2015.0,17/9/2015,3.0,2013.0,16.0,7.0,95.0,15.0,7.0,15.0,2.0,20.0,43.0,Win
Inferno,16.0,9.0,2015.0,16/9/2015,15.0,1116.0,2.0,10.0,39.0,7.0,0.0,5.0,2.0,28.0,27.0,Win
Dust II,16.0,9.0,2015.0,16/9/2015,1.0,2766.0,15.0,15.0,38.0,9.0,4.0,23.0,0.0,22.0,28.0,Tie
Dust II,16.0,9.0,2015.0,16/9/2015,5.0,2017.0,5.0,16.0,40.0,11.0,3.0,15.0,2.0,18.0,38.0,Win
Dust II,16.0,9.0,2015.0,16/9/2015,34.0,2368.0,16.0,10.0,53.0,12.0,5.0,17.0,1.0,33.0,35.0,Win
Dust II,16.0,9.0,2015.0,16/9/2015,1.0,2976.0,16.0,14.0,25.0,14.0,3.0,24.0,0.0,14.0,34.0,Lost
Mirage,16.0,9.0,2015.0,16/9/2015,3.0,2670.0,16.0,12.0,22.0,6.0,5.0,21.0,0.0,16.0,24.0,Lost
Mirage,15.0,9.0,2015.0,15/9/2015,18.0,2031.0,16.0,7.0,35.0,13.0,6.0,16.0,1.0,30.0,33.0,Win
Dust II,15.0,9.0,2015.0,15/9/2015,11.0,2170.0,16.0,8.0,40.0,9.0,5.0,17.0,1.0,22.0,31.0,Win
Dust II,15.0,9.0,2015.0,15/9/2015,3.0,3007.0,15.0,15.0,50.0,28.0,4.0,19.0,3.0,14.0,74.0,Tie
Dust II,15.0,9.0,2015.0,15/9/2015,5.0,2199.0,6.0,16.0,27.0,19.0,6.0,14.0,4.0,33.0,59.0,Win
Dust II,14.0,9.0,2015.0,14/9/2015,3.0,1927.0,16.0,5.0,41.0,12.0,5.0,12.0,1.0,16.0,34.0,Win
Dust II,14.0,9.0,2015.0,14/9/2015,7.0,2019.0,9.0,16.0,35.0,18.0,3.0,19.0,2.0,31.0,48.0,Lost
Mirage,14.0,9.0,2015.0,14/9/2015,109.0,2419.0,12.0,16.0,62.0,18.0,3.0,19.0,2.0,11.0,53.0,Lost
Dust II,14.0,9.0,2015.0,14/9/2015,3.0,1737.0,16.0,2.0,34.0,15.0,5.0,16.0,0.0,20.0,41.0,Lost
Inferno,13.0,9.0,2015.0,13/9/2015,6.0,2210.0,16.0,9.0,40.0,19.0,6.0,21.0,2.0,36.0,50.0,Lost
Dust II,13.0,9.0,2015.0,13/9/2015,6.0,1606.0,2.0,16.0,37.0,11.0,2.0,8.0,1.0,9.0,32.0,Win
Cache,12.0,9.0,2015.0,12/9/2015,5.0,2402.0,9.0,16.0,0.0,9.0,3.0,14.0,1.0,22.0,22.0,Lost
Dust II,12.0,9.0,2015.0,12/9/2015,2.0,2633.0,14.0,16.0,23.0,15.0,2.0,24.0,2.0,20.0,35.0,Lost
Dust II,12.0,9.0,2015.0,12/9/2015,3.0,1515.0,16.0,1.0,44.0,17.0,4.0,8.0,3.0,11.0,39.0,Win
Dust II,12.0,9.0,2015.0,12/9/2015,9.0,2161.0,16.0,7.0,25.0,26.0,7.0,16.0,3.0,19.0,67.0,Win
Dust II,11.0,9.0,2015.0,11/9/2015,11.0,1640.0,16.0,2.0,38.0,10.0,3.0,18.0,0.0,30.0,28.0,Lost
Dust II,10.0,9.0,2015.0,10/9/2015,8.0,3109.0,16.0,14.0,38.0,13.0,4.0,22.0,1.0,23.0,33.0,Lost
Mirage,10.0,9.0,2015.0,10/9/2015,9.0,1921.0,16.0,5.0,26.0,21.0,6.0,15.0,1.0,47.0,52.0,Win
Dust II,10.0,9.0,2015.0,10/9/2015,37.0,2256.0,16.0,11.0,27.0,23.0,10.0,16.0,3.0,21.0,60.0,Win
Dust II,9.0,9.0,2015.0,9/9/2015,30.0,2445.0,16.0,9.0,24.0,22.0,4.0,16.0,2.0,27.0,51.0,Win
Inferno,7.0,9.0,2015.0,7/9/2015,30.0,2525.0,8.0,16.0,27.0,17.0,6.0,16.0,4.0,47.0,47.0,Win
Cache,7.0,9.0,2015.0,7/9/2015,10.0,2411.0,16.0,10.0,29.0,14.0,5.0,17.0,1.0,14.0,39.0,Win
Mirage,6.0,9.0,2015.0,6/9/2015,26.0,1631.0,3.0,16.0,21.0,10.0,4.0,18.0,1.0,20.0,26.0,Lost
Dust II,6.0,9.0,2015.0,6/9/2015,3.0,1904.0,6.0,16.0,21.0,17.0,5.0,13.0,1.0,17.0,51.0,Win
Cache,5.0,9.0,2015.0,5/9/2015,151.0,2459.0,12.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Win
Cache,5.0,9.0,2015.0,5/9/2015,105.0,2233.0,9.0,16.0,40.0,18.0,3.0,23.0,1.0,11.0,41.0,Lost
Dust II,4.0,9.0,2015.0,4/9/2015,4.0,2684.0,16.0,12.0,103.0,26.0,8.0,17.0,2.0,30.0,70.0,Lost
Cache,4.0,9.0,2015.0,4/9/2015,33.0,2928.0,16.0,11.0,75.0,16.0,5.0,19.0,1.0,37.0,41.0,Win
Mirage,3.0,9.0,2015.0,3/9/2015,6.0,2935.0,12.0,16.0,21.0,10.0,6.0,18.0,3.0,30.0,36.0,Win
Inferno,3.0,9.0,2015.0,3/9/2015,1.0,3028.0,15.0,15.0,25.0,20.0,5.0,21.0,2.0,40.0,49.0,Tie
Inferno,3.0,9.0,2015.0,3/9/2015,1.0,1258.0,16.0,0.0,41.0,7.0,4.0,16.0,0.0,14.0,18.0,Lost
Cache,2.0,9.0,2015.0,2/9/2015,25.0,2760.0,12.0,16.0,35.0,27.0,4.0,19.0,8.0,21.0,80.0,Lost
Mirage,2.0,9.0,2015.0,2/9/2015,16.0,2353.0,16.0,9.0,36.0,13.0,7.0,22.0,0.0,7.0,40.0,Lost
Dust II,1.0,9.0,2015.0,1/9/2015,19.0,1520.0,16.0,4.0,21.0,10.0,1.0,17.0,0.0,40.0,24.0,Lost
Dust II,1.0,9.0,2015.0,1/9/2015,24.0,2521.0,12.0,16.0,26.0,24.0,8.0,22.0,3.0,8.0,61.0,Win
Dust II,1.0,9.0,2015.0,1/9/2015,3.0,2143.0,7.0,16.0,70.0,14.0,3.0,20.0,2.0,7.0,31.0,Lost
Dust II,1.0,9.0,2015.0,1/9/2015,3.0,1518.0,16.0,4.0,29.0,7.0,3.0,17.0,1.0,42.0,24.0,Lost
Dust II,31.0,8.0,2015.0,31/8/2015,9.0,2979.0,13.0,16.0,40.0,21.0,6.0,23.0,3.0,38.0,61.0,Win
Mirage,31.0,8.0,2015.0,31/8/2015,15.0,1707.0,16.0,5.0,27.0,16.0,3.0,16.0,2.0,25.0,40.0,Lost
Mirage,31.0,8.0,2015.0,31/8/2015,32.0,1814.0,16.0,3.0,39.0,13.0,1.0,16.0,2.0,23.0,30.0,Lost
Mirage,30.0,8.0,2015.0,30/8/2015,18.0,1938.0,5.0,16.0,22.0,10.0,7.0,13.0,1.0,18.0,35.0,Win
Dust II,30.0,8.0,2015.0,30/8/2015,1.0,3110.0,15.0,15.0,35.0,18.0,6.0,22.0,3.0,27.0,53.0,Tie
Overpass,30.0,8.0,2015.0,30/8/2015,16.0,2616.0,16.0,11.0,0.0,16.0,4.0,15.0,2.0,37.0,41.0,Win
Overpass,30.0,8.0,2015.0,30/8/2015,34.0,1557.0,16.0,2.0,39.0,8.0,2.0,18.0,0.0,12.0,20.0,Lost
Dust II,29.0,8.0,2015.0,29/8/2015,21.0,2763.0,16.0,12.0,22.0,20.0,4.0,19.0,3.0,40.0,51.0,Win
Mirage,29.0,8.0,2015.0,29/8/2015,133.0,2616.0,16.0,11.0,20.0,14.0,8.0,20.0,4.0,21.0,47.0,Lost
Mirage,29.0,8.0,2015.0,29/8/2015,5.0,2014.0,16.0,5.0,21.0,14.0,3.0,18.0,1.0,35.0,36.0,Lost
Cache,29.0,8.0,2015.0,29/8/2015,13.0,2110.0,10.0,16.0,22.0,21.0,6.0,19.0,3.0,19.0,58.0,Lost
Inferno,28.0,8.0,2015.0,28/8/2015,15.0,2846.0,12.0,16.0,38.0,22.0,12.0,21.0,3.0,36.0,64.0,Win
Mirage,28.0,8.0,2015.0,28/8/2015,39.0,2101.0,16.0,6.0,37.0,15.0,6.0,10.0,3.0,20.0,46.0,Win
Dust II,28.0,8.0,2015.0,28/8/2015,7.0,1922.0,16.0,6.0,36.0,17.0,2.0,17.0,1.0,41.0,44.0,Lost
Mirage,27.0,8.0,2015.0,27/8/2015,14.0,1730.0,5.0,16.0,20.0,20.0,8.0,9.0,7.0,20.0,60.0,Win
Dust II,26.0,8.0,2015.0,26/8/2015,2.0,1878.0,16.0,7.0,41.0,17.0,5.0,18.0,4.0,41.0,48.0,Lost
Inferno,26.0,8.0,2015.0,26/8/2015,17.0,2594.0,15.0,15.0,43.0,22.0,1.0,18.0,4.0,22.0,53.0,Tie
Mirage,26.0,8.0,2015.0,26/8/2015,84.0,2749.0,16.0,13.0,57.0,25.0,7.0,18.0,3.0,24.0,63.0,Win
Mirage,25.0,8.0,2015.0,25/8/2015,17.0,2443.0,16.0,12.0,23.0,20.0,4.0,22.0,2.0,15.0,48.0,Lost
Inferno,25.0,8.0,2015.0,25/8/2015,32.0,2644.0,11.0,16.0,25.0,10.0,3.0,21.0,0.0,60.0,23.0,Lost
Mirage,25.0,8.0,2015.0,25/8/2015,7.0,2851.0,14.0,16.0,40.0,14.0,10.0,24.0,0.0,26.0,45.0,Lost
Mirage,22.0,8.0,2015.0,22/8/2015,17.0,2758.0,12.0,16.0,24.0,13.0,6.0,22.0,2.0,30.0,41.0,Win
Inferno,22.0,8.0,2015.0,22/8/2015,28.0,1662.0,4.0,13.0,36.0,11.0,2.0,9.0,1.0,36.0,29.0,Win
Mirage,22.0,8.0,2015.0,22/8/2015,3.0,1929.0,16.0,7.0,38.0,18.0,5.0,19.0,2.0,38.0,47.0,Lost
Mirage,19.0,8.0,2015.0,19/8/2015,4.0,2408.0,9.0,16.0,27.0,9.0,6.0,21.0,0.0,22.0,27.0,Lost
Mirage,18.0,8.0,2015.0,18/8/2015,2.0,2312.0,11.0,16.0,36.0,17.0,4.0,17.0,4.0,38.0,47.0,Win
Mirage,18.0,8.0,2015.0,18/8/2015,3.0,1968.0,6.0,16.0,40.0,11.0,6.0,19.0,3.0,9.0,31.0,Lost
Dust II,18.0,8.0,2015.0,18/8/2015,4.0,1388.0,4.0,13.0,27.0,11.0,4.0,6.0,2.0,27.0,46.0,Win
Mirage,17.0,8.0,2015.0,17/8/2015,22.0,2564.0,16.0,12.0,25.0,10.0,8.0,23.0,2.0,54.0,33.0,Lost
Cache,16.0,8.0,2015.0,16/8/2015,24.0,1970.0,5.0,16.0,18.0,11.0,4.0,18.0,2.0,36.0,29.0,Lost
Dust II,16.0,8.0,2015.0,16/8/2015,10.0,1957.0,5.0,16.0,0.0,2.0,3.0,7.0,0.0,0.0,7.0,Lost
Inferno,16.0,8.0,2015.0,16/8/2015,1.0,2741.0,16.0,14.0,76.0,22.0,7.0,22.0,3.0,9.0,55.0,Win
Mirage,16.0,8.0,2015.0,16/8/2015,56.0,2625.0,15.0,15.0,56.0,29.0,3.0,22.0,3.0,27.0,70.0,Tie
Mirage,16.0,8.0,2015.0,16/8/2015,1.0,2789.0,15.0,15.0,36.0,15.0,5.0,22.0,1.0,26.0,41.0,Tie
Mirage,15.0,8.0,2015.0,15/8/2015,52.0,2326.0,12.0,16.0,145.0,15.0,5.0,18.0,1.0,40.0,39.0,Lost
Inferno,15.0,8.0,2015.0,15/8/2015,11.0,1909.0,16.0,6.0,40.0,20.0,5.0,14.0,3.0,20.0,51.0,Win
Inferno,15.0,8.0,2015.0,15/8/2015,53.0,2236.0,16.0,7.0,38.0,24.0,2.0,10.0,6.0,20.0,57.0,Win
Mirage,14.0,8.0,2015.0,14/8/2015,23.0,2650.0,13.0,16.0,23.0,24.0,8.0,20.0,6.0,32.0,60.0,Win
Inferno,14.0,8.0,2015.0,14/8/2015,1.0,2479.0,10.0,16.0,84.0,15.0,3.0,17.0,1.0,46.0,40.0,Win
Mirage,14.0,8.0,2015.0,14/8/2015,5.0,1567.0,16.0,2.0,22.0,17.0,3.0,7.0,1.0,23.0,38.0,Win
Mirage,13.0,8.0,2015.0,13/8/2015,147.0,2874.0,16.0,13.0,42.0,18.0,5.0,22.0,1.0,22.0,52.0,Lost
Inferno,13.0,8.0,2015.0,13/8/2015,1.0,1906.0,5.0,16.0,44.0,10.0,2.0,17.0,1.0,40.0,24.0,Lost
Mirage,13.0,8.0,2015.0,13/8/2015,8.0,1893.0,3.0,16.0,46.0,14.0,3.0,17.0,0.0,21.0,33.0,Lost
Mirage,12.0,8.0,2015.0,12/8/2015,22.0,2642.0,16.0,11.0,49.0,26.0,4.0,14.0,4.0,19.0,64.0,Win
Mirage,12.0,8.0,2015.0,12/8/2015,5.0,1512.0,16.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,Lost
Inferno,12.0,8.0,2015.0,12/8/2015,44.0,1589.0,16.0,4.0,70.0,13.0,8.0,8.0,2.0,38.0,38.0,Win
Inferno,12.0,8.0,2015.0,12/8/2015,6.0,2579.0,13.0,16.0,47.0,21.0,5.0,17.0,4.0,23.0,53.0,Lost
Mirage,11.0,8.0,2015.0,11/8/2015,29.0,2438.0,16.0,8.0,39.0,14.0,1.0,21.0,2.0,42.0,34.0,Lost
Inferno,11.0,8.0,2015.0,11/8/2015,39.0,2219.0,6.0,16.0,37.0,11.0,10.0,13.0,1.0,41.0,42.0,Win
Inferno,11.0,8.0,2015.0,11/8/2015,1.0,2791.0,10.0,16.0,23.0,22.0,6.0,17.0,5.0,36.0,64.0,Win
Dust II,11.0,8.0,2015.0,11/8/2015,2.0,1848.0,5.0,16.0,21.0,9.0,7.0,16.0,3.0,11.0,37.0,Win
Dust II,11.0,8.0,2015.0,11/8/2015,28.0,630.0,10.0,0.0,45.0,9.0,1.0,1.0,2.0,11.0,19.0,Win
Mirage,11.0,8.0,2015.0,11/8/2015,8.0,2151.0,9.0,16.0,39.0,14.0,9.0,18.0,3.0,7.0,41.0,Lost
Mirage,11.0,8.0,2015.0,11/8/2015,10.0,2705.0,15.0,15.0,35.0,19.0,6.0,17.0,2.0,26.0,55.0,Tie
Mirage,11.0,8.0,2015.0,11/8/2015,60.0,1288.0,2.0,16.0,36.0,9.0,5.0,6.0,2.0,22.0,35.0,Win
Inferno,9.0,8.0,2015.0,9/8/2015,60.0,2280.0,6.0,16.0,0.0,11.0,2.0,16.0,1.0,45.0,24.0,Lost
Mirage,9.0,8.0,2015.0,9/8/2015,7.0,2740.0,13.0,16.0,35.0,15.0,6.0,19.0,1.0,46.0,49.0,Win
Mirage,9.0,8.0,2015.0,9/8/2015,25.0,2073.0,16.0,9.0,23.0,21.0,3.0,15.0,3.0,33.0,56.0,Win
Inferno,9.0,8.0,2015.0,9/8/2015,26.0,1654.0,16.0,4.0,35.0,13.0,2.0,13.0,3.0,46.0,32.0,Win
Mirage,9.0,8.0,2015.0,9/8/2015,6.0,2252.0,16.0,10.0,23.0,16.0,7.0,15.0,2.0,18.0,47.0,Win
Mirage,9.0,8.0,2015.0,9/8/2015,1.0,2156.0,16.0,13.0,37.0,17.0,3.0,20.0,1.0,17.0,48.0,Lost
Mirage,9.0,8.0,2015.0,9/8/2015,73.0,2975.0,16.0,14.0,37.0,23.0,7.0,21.0,4.0,26.0,57.0,Lost
Inferno,8.0,8.0,2015.0,8/8/2015,1.0,2651.0,12.0,16.0,24.0,18.0,6.0,20.0,2.0,16.0,46.0,Lost
Inferno,8.0,8.0,2015.0,8/8/2015,25.0,1712.0,2.0,16.0,39.0,16.0,2.0,9.0,2.0,37.0,44.0,Win
Inferno,8.0,8.0,2015.0,8/8/2015,13.0,1545.0,2.0,16.0,66.0,6.0,4.0,17.0,1.0,71.0,16.0,Lost
Mirage,8.0,8.0,2015.0,8/8/2015,3.0,1876.0,16.0,4.0,25.0,10.0,4.0,20.0,0.0,30.0,26.0,Lost
Dust II,8.0,8.0,2015.0,8/8/2015,3.0,2215.0,11.0,16.0,35.0,26.0,5.0,21.0,4.0,53.0,62.0,Win
Dust II,8.0,8.0,2015.0,8/8/2015,0.0,2551.0,16.0,13.0,42.0,22.0,5.0,21.0,1.0,27.0,54.0,Win
Inferno,8.0,8.0,2015.0,8/8/2015,13.0,1695.0,16.0,4.0,28.0,16.0,11.0,7.0,3.0,23.0,44.0,Win
Dust II,8.0,8.0,2015.0,8/8/2015,2.0,1592.0,4.0,16.0,41.0,8.0,5.0,18.0,1.0,37.0,25.0,Lost
Mirage,8.0,8.0,2015.0,8/8/2015,15.0,1951.0,5.0,16.0,30.0,9.0,1.0,20.0,0.0,11.0,19.0,Lost
Mirage,8.0,8.0,2015.0,8/8/2015,17.0,2355.0,10.0,16.0,34.0,19.0,2.0,16.0,3.0,26.0,49.0,Win
Inferno,8.0,8.0,2015.0,8/8/2015,69.0,1906.0,16.0,4.0,28.0,13.0,7.0,8.0,0.0,23.0,39.0,Win
Mirage,7.0,8.0,2015.0,7/8/2015,10.0,1851.0,5.0,16.0,54.0,14.0,2.0,12.0,1.0,64.0,36.0,Win
Inferno,7.0,8.0,2015.0,7/8/2015,33.0,2427.0,16.0,8.0,37.0,23.0,5.0,11.0,2.0,34.0,53.0,Win
Inferno,7.0,8.0,2015.0,7/8/2015,3.0,2146.0,8.0,16.0,40.0,16.0,3.0,19.0,1.0,25.0,35.0,Lost
Dust II,7.0,8.0,2015.0,7/8/2015,2.0,2075.0,10.0,16.0,37.0,14.0,6.0,17.0,2.0,35.0,43.0,Win
Inferno,7.0,8.0,2015.0,7/8/2015,23.0,2576.0,16.0,10.0,38.0,27.0,3.0,13.0,7.0,33.0,69.0,Win
Mirage,7.0,8.0,2015.0,7/8/2015,23.0,2473.0,14.0,16.0,57.0,22.0,8.0,22.0,1.0,36.0,57.0,Lost
Mirage,6.0,8.0,2015.0,6/8/2015,77.0,1940.0,16.0,6.0,48.0,15.0,1.0,9.0,2.0,26.0,39.0,Win
Inferno,6.0,8.0,2015.0,6/8/2015,6.0,2267.0,16.0,10.0,27.0,13.0,4.0,15.0,0.0,30.0,30.0,Win
Inferno,5.0,8.0,2015.0,5/8/2015,27.0,2624.0,11.0,16.0,36.0,20.0,10.0,17.0,1.0,14.0,64.0,Win
Dust II,5.0,8.0,2015.0,5/8/2015,1.0,1298.0,1.0,16.0,40.0,13.0,4.0,16.0,0.0,23.0,30.0,Lost
Mirage,5.0,8.0,2015.0,5/8/2015,1.0,2254.0,11.0,16.0,33.0,21.0,1.0,18.0,1.0,23.0,50.0,Lost
Inferno,5.0,8.0,2015.0,5/8/2015,0.0,2667.0,14.0,16.0,15.0,25.0,6.0,22.0,3.0,20.0,63.0,Lost
Dust II,5.0,8.0,2015.0,5/8/2015,0.0,2654.0,16.0,13.0,34.0,20.0,7.0,22.0,2.0,15.0,54.0,Lost
Mirage,5.0,8.0,2015.0,5/8/2015,20.0,1451.0,16.0,1.0,19.0,5.0,1.0,16.0,1.0,40.0,11.0,Lost
Dust II,5.0,8.0,2015.0,5/8/2015,1.0,1465.0,16.0,3.0,25.0,7.0,3.0,18.0,1.0,28.0,24.0,Lost
Inferno,4.0,8.0,2015.0,4/8/2015,38.0,2579.0,10.0,16.0,30.0,12.0,6.0,20.0,0.0,25.0,32.0,Lost
Overpass,4.0,8.0,2015.0,4/8/2015,37.0,1875.0,16.0,2.0,47.0,17.0,5.0,8.0,3.0,11.0,51.0,Win
Mirage,4.0,8.0,2015.0,4/8/2015,4.0,2006.0,16.0,7.0,28.0,12.0,8.0,12.0,2.0,75.0,44.0,Win
Mirage,3.0,8.0,2015.0,3/8/2015,7.0,2515.0,10.0,16.0,46.0,14.0,2.0,20.0,2.0,42.0,37.0,Lost
Mirage,1.0,8.0,2015.0,1/8/2015,10.0,2642.0,16.0,13.0,34.0,18.0,4.0,19.0,0.0,27.0,45.0,Win
Mirage,1.0,8.0,2015.0,1/8/2015,20.0,1698.0,16.0,3.0,32.0,12.0,4.0,17.0,0.0,25.0,36.0,Lost
Inferno,1.0,8.0,2015.0,1/8/2015,57.0,2190.0,16.0,8.0,23.0,16.0,1.0,22.0,0.0,25.0,35.0,Lost
Dust II,1.0,8.0,2015.0,1/8/2015,3.0,2126.0,9.0,16.0,40.0,20.0,6.0,18.0,4.0,35.0,53.0,Win
Dust II,1.0,8.0,2015.0,1/8/2015,24.0,2139.0,16.0,9.0,38.0,21.0,4.0,12.0,2.0,33.0,54.0,Win
Mirage,1.0,8.0,2015.0,1/8/2015,26.0,2838.0,15.0,15.0,37.0,20.0,7.0,23.0,4.0,35.0,48.0,Tie
Inferno,1.0,8.0,2015.0,1/8/2015,18.0,2073.0,16.0,6.0,36.0,11.0,4.0,16.0,3.0,18.0,34.0,Lost
Mirage,1.0,8.0,2015.0,1/8/2015,26.0,2025.0,7.0,16.0,32.0,15.0,2.0,20.0,1.0,26.0,32.0,Lost
Dust II,31.0,7.0,2015.0,31/7/2015,1.0,2105.0,16.0,11.0,22.0,15.0,5.0,20.0,2.0,33.0,38.0,Lost
Mirage,31.0,7.0,2015.0,31/7/2015,31.0,2144.0,16.0,9.0,19.0,16.0,4.0,22.0,1.0,62.0,45.0,Lost
Inferno,31.0,7.0,2015.0,31/7/2015,24.0,2251.0,10.0,16.0,39.0,11.0,2.0,12.0,1.0,41.0,28.0,Win
Inferno,31.0,7.0,2015.0,31/7/2015,10.0,2186.0,16.0,8.0,36.0,21.0,4.0,17.0,4.0,42.0,49.0,Lost
Mirage,31.0,7.0,2015.0,31/7/2015,50.0,1872.0,6.0,16.0,35.0,16.0,5.0,11.0,5.0,12.0,51.0,Win
Dust II,31.0,7.0,2015.0,31/7/2015,58.0,2311.0,12.0,16.0,37.0,13.0,5.0,17.0,0.0,35.0,36.0,Win
Inferno,31.0,7.0,2015.0,31/7/2015,49.0,2076.0,6.0,16.0,23.0,7.0,6.0,19.0,1.0,57.0,20.0,Lost
Mirage,30.0,7.0,2015.0,30/7/2015,10.0,2131.0,8.0,16.0,0.0,1.0,2.0,8.0,0.0,0.0,4.0,Lost
Dust II,30.0,7.0,2015.0,30/7/2015,23.0,2172.0,9.0,16.0,23.0,16.0,2.0,13.0,2.0,56.0,44.0,Win
Inferno,30.0,7.0,2015.0,30/7/2015,32.0,2672.0,10.0,16.0,39.0,16.0,7.0,23.0,3.0,50.0,47.0,Lost
Dust II,29.0,7.0,2015.0,29/7/2015,0.0,2162.0,16.0,10.0,39.0,13.0,3.0,21.0,2.0,23.0,37.0,Lost
Dust II,29.0,7.0,2015.0,29/7/2015,3.0,2005.0,8.0,16.0,35.0,12.0,4.0,20.0,1.0,33.0,32.0,Lost
Dust II,28.0,7.0,2015.0,28/7/2015,1.0,2227.0,16.0,9.0,21.0,15.0,4.0,17.0,3.0,53.0,35.0,Win
Mirage,28.0,7.0,2015.0,28/7/2015,11.0,2032.0,4.0,16.0,40.0,12.0,7.0,17.0,2.0,58.0,32.0,Lost
Dust II,28.0,7.0,2015.0,28/7/2015,7.0,1904.0,16.0,6.0,47.0,18.0,5.0,12.0,1.0,50.0,47.0,Win
Mirage,27.0,7.0,2015.0,27/7/2015,6.0,1877.0,16.0,5.0,25.0,10.0,3.0,15.0,2.0,10.0,32.0,Lost
Dust II,27.0,7.0,2015.0,27/7/2015,1.0,2235.0,11.0,16.0,47.0,18.0,4.0,17.0,2.0,55.0,42.0,Win
Dust II,26.0,7.0,2015.0,26/7/2015,22.0,2031.0,9.0,16.0,37.0,16.0,7.0,18.0,2.0,37.0,42.0,Win
Mirage,26.0,7.0,2015.0,26/7/2015,30.0,2435.0,16.0,12.0,34.0,14.0,9.0,21.0,1.0,28.0,41.0,Win
Mirage,25.0,7.0,2015.0,25/7/2015,1.0,2299.0,9.0,16.0,0.0,11.0,4.0,16.0,2.0,15.0,33.0,Lost
Dust II,25.0,7.0,2015.0,25/7/2015,3.0,1619.0,16.0,5.0,21.0,8.0,1.0,19.0,2.0,37.0,26.0,Lost
Dust II,25.0,7.0,2015.0,25/7/2015,0.0,2029.0,7.0,16.0,24.0,12.0,3.0,17.0,1.0,25.0,29.0,Lost
Dust II,24.0,7.0,2015.0,24/7/2015,41.0,2845.0,16.0,13.0,22.0,15.0,7.0,22.0,1.0,60.0,42.0,Win
Dust II,24.0,7.0,2015.0,24/7/2015,5.0,2349.0,12.0,16.0,34.0,13.0,1.0,21.0,1.0,30.0,28.0,Lost
Dust II,24.0,7.0,2015.0,24/7/2015,26.0,1834.0,4.0,16.0,23.0,6.0,3.0,15.0,0.0,50.0,17.0,Win
Dust II,23.0,7.0,2015.0,23/7/2015,68.0,1819.0,16.0,4.0,99.0,10.0,5.0,12.0,1.0,30.0,30.0,Win
Dust II,23.0,7.0,2015.0,23/7/2015,2.0,1573.0,16.0,4.0,46.0,12.0,2.0,20.0,0.0,16.0,26.0,Lost
Dust II,23.0,7.0,2015.0,23/7/2015,29.0,2126.0,16.0,8.0,41.0,19.0,6.0,21.0,2.0,31.0,51.0,Lost
Dust II,23.0,7.0,2015.0,23/7/2015,10.0,2555.0,11.0,16.0,17.0,9.0,3.0,20.0,2.0,55.0,30.0,Lost
Dust II,23.0,7.0,2015.0,23/7/2015,9.0,2293.0,8.0,16.0,20.0,11.0,4.0,20.0,1.0,27.0,31.0,Lost
Dust II,23.0,7.0,2015.0,23/7/2015,3.0,1858.0,7.0,16.0,16.0,6.0,3.0,15.0,1.0,16.0,23.0,Win
